date,geo,hashtags,id,text,type,username
2019-08-01 23:45:23,,[],1157074881508511745,"Updated: Disabled vehicle in Duval on I-295 W south at Exit 32 Lem Turner, left lane blocked. Last updated at...https://t.co/dFbtJmxnEn",official,fl511_northeast
2019-08-01 23:35:16,,[],1157072332399218694,"Updated: Crash in Duval on I-95 north ramp to Main St Bridge, left lane blocked. Last updated at 07:34:51PM. https://t.co/iwXtCXra5l",official,fl511_northeast
2019-08-01 23:22:14,,[],1157069054118678530,"Updated: Crash in Duval on I-95 north ramp to Main St Bridge, left lane blocked. Last updated at 07:22:01PM. https://t.co/iwXtCXra5l",official,fl511_northeast
2019-08-01 22:12:31,,[],1157051509965828096,"Cleared: Multi-vehicle crash in Duval on I-295 E north at Exit 49 St Johns Bluff, right lane blocked. Last updated at 05:57:58PM.",official,fl511_northeast
2019-08-01 22:05:32,,[],1157049752871198721,The patient has been extricated .,official,JFRDJAX
2019-08-01 21:58:11,,[],1157047903850041344,"Updated: Multi-vehicle crash in Duval on I-295 E north at Exit 49 St Johns Bluff, right lane blocked. Last...https://t.co/PpzwdzjU0J",official,fl511_northeast
2019-08-01 21:57:21,,[],1157047691949629440,"Updated: Planned construction in St Johns on SR-206 east at Intracoastal, all lanes blocked. Last updated at...https://t.co/ROjz8FkbMo",official,fl511_northeast
2019-08-01 21:44:31,,[],1157044462868209664,A Silver Alert has been issued for Sergio Galguera out of Miami Gardens. Look for a 1998 White Toyota 4Runner...https://t.co/q6rZmrGQeC,official,fl511_northeast
2019-08-01 21:41:37,,[],1157043731184459776,Crews are responding to a traffic accident at Blanding Blvd and Wesconnett....E23 advising that one person is trapp… https://t.co/1lPGPbpbQl,official,JFRDJAX
2019-08-01 21:24:11,,[],1157039344789667841,"Cleared: Crash in Duval on I-295 W north at Exit 10 US-17, right lane blocked. Last updated at 05:05:36PM.",official,fl511_northeast
2019-08-01 21:06:22,,[],1157034860575416320,"Updated: Crash in Duval on I-295 W north at Exit 10 US-17, right lane blocked. Last updated at 05:05:36PM. https://t.co/7Dn9AqOY3V",official,fl511_northeast
2019-08-01 20:42:26,,[],1157028840142704642,"Cleared: Multi-vehicle crash in Duval on I-95 south before 8th St, 2 left lanes blocked. Last updated at 04:19:24PM.",official,fl511_northeast
2019-08-01 20:34:12,,"[{'text': 'fl511', 'indices': [103, 109]}]",1157026766592139265,"New: Crash in Duval on I-295 W north at Exit 10 US-17, right lane blocked. Last updated at 04:33:07PM. #fl511 https://t.co/7Dn9AqOY3V",official,fl511_northeast
2019-08-01 20:20:15,,[],1157023254911029255,"Updated: Multi-vehicle crash in Duval on I-95 south before 8th St, 2 left lanes blocked. Last updated at 04:19:24PM. https://t.co/8lggM0z7M7",official,fl511_northeast
2019-08-01 20:01:16,,[],1157018478685110272,"Updated: Crash in Duval on I-95 south before 8th St, 2 left lanes blocked. Last updated at 03:57:28PM. https://t.co/8lggM0z7M7",official,fl511_northeast
2019-08-01 19:54:10,,"[{'text': 'fl511', 'indices': [96, 102]}]",1157016691097948160,"New: Crash in Duval on I-95 south before 8th St, left lane blocked. Last updated at 03:53:51PM. #fl511 https://t.co/8lggM0z7M7",official,fl511_northeast
2019-08-01 19:53:21,,[],1157016485681872896,"Cleared: Crash in Duval on I-95 south before 8th St, left lane blocked. Last updated at 03:43:03PM.",official,fl511_northeast
2019-08-01 19:43:15,,[],1157013945020047360,"Updated: Crash in Duval on I-95 south before 8th St, left lane blocked. Last updated at 03:43:03PM. https://t.co/8lggM0z7M7",official,fl511_northeast
2019-08-01 19:27:26,,"[{'text': 'fl511', 'indices': [96, 102]}]",1157009966273847303,"New: Crash in Duval on I-95 south before 8th St, left lane blocked. Last updated at 03:26:21PM. #fl511 https://t.co/8lggM0z7M7",official,fl511_northeast
2019-08-01 19:19:08,,[],1157007878114500608,"Updated: Disabled vehicle in Duval on I-295 E south at Exit 55 Gate Pkwy, center lane blocked. Content provided...https://t.co/ebCcwbSNbt",official,fl511_northeast
2019-08-01 19:16:15,,[],1157007151635845122,"New: Unconfirmed disabled vehicle in Duval on I-295 E south at Exit 55 Gate Pkwy, left lane blocked. Content...https://t.co/ebCcwbSNbt",official,fl511_northeast
2019-08-01 19:10:25,,[],1157005680454381569,"New: Crash in St Johns on I-95 north ramp from Exit 323 Intl Golf Pkwy, right lane blocked. Last updated at...https://t.co/Lp40FXCUIg",official,fl511_northeast
2019-08-01 18:59:18,,[],1157002883910512641,"Updated: Crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy, 2 left lanes blocked. Last updated at...https://t.co/Yv8ayDuzNO",official,fl511_northeast
2019-08-01 18:51:11,,[],1157000841498431489,"Updated: Crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy, left lane blocked. Last updated at 02:50:19PM. https://t.co/Yv8ayDuzNO",official,fl511_northeast
2019-08-01 18:49:22,,[],1157000385049088000,"New: Unconfirmed crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy, left lane blocked. Last updated at...https://t.co/Yv8ayDuzNO",official,fl511_northeast
2019-08-01 18:24:15,,[],1156994063347924992,"There is police activity on Florida's Turnpike southbound from mile post 62, Commercial Boulevard to mile post...https://t.co/q6rZmrGQeC",official,fl511_northeast
2019-08-01 18:13:13,,[],1156991287314276357,"Cleared: Draw bridge in up position in Duval on Main Street Bridge north at St Johns River, all lanes blocked. Last updated at 02:07:29PM.",official,fl511_northeast
2019-08-01 18:13:13,,[],1156991286672592896,"Cleared: Draw bridge in up position in Duval on Main Street Bridge south at St Johns River, all lanes blocked. Last updated at 02:07:10PM.",official,fl511_northeast
2019-08-01 18:08:13,,[],1156990028943413250,"New: Draw bridge in up position in Duval on Main Street Bridge north at St Johns River, all lanes blocked. Last...https://t.co/e1pF5Lkd0f",official,fl511_northeast
2019-08-01 18:08:13,,[],1156990028326821891,"New: Draw bridge in up position in Duval on Main Street Bridge south at St Johns River, all lanes blocked. Last...https://t.co/uzZjX9K5oB",official,fl511_northeast
2019-08-01 18:03:15,,[],1156988781230219264,"Cleared: Planned construction in Clay on SR-21 / Blanding Blvd south at CR-220, left lane blocked. Last updated at 07:04:39AM.",official,fl511_northeast
2019-08-01 17:57:10,,[],1156987246521868293,"New: Planned construction in St Johns on SR-206 east at Intracoastal, all lanes blocked. Last updated at...https://t.co/ROjz8FkbMo",official,fl511_northeast
2019-08-01 17:22:09,,[],1156978436839301122,"Updated: Crash in Duval on I-295 E south before Butler, left lane blocked. Last updated at 01:21:12PM. https://t.co/TdgzEmotXg",official,fl511_northeast
2019-08-01 17:12:19,,[],1156975963575652352,"Updated: Crash in Duval on I-295 E south before Butler, left lane blocked. Last updated at 01:12:07PM. https://t.co/TdgzEmotXg",official,fl511_northeast
2019-08-01 17:10:16,,[],1156975445570674689,"Updated: Crash in St Johns on I-95 north beyond Intl Golf Pkwy, left lane blocked. Content provided by Waze. Last...https://t.co/q5FXrL89AI",official,fl511_northeast
2019-08-01 17:09:10,,[],1156975167693893634,"New: Unconfirmed crash in Duval on I-295 E south before Butler, left lane blocked. Last updated at 01:08:23PM....https://t.co/TdgzEmotXg",official,fl511_northeast
2019-08-01 16:56:24,,[],1156971957906280448,"Updated: Crash in Duval on I-295 W south at Buckman, 2 right lanes blocked. Last updated at 12:55:09PM. https://t.co/8Nto1Ey3Mf",official,fl511_northeast
2019-08-01 16:49:20,,[],1156970177273257984,"Updated: Crash in Duval on I-295 W south at Buckman, 2 right lanes blocked. Last updated at 12:48:56PM. https://t.co/8Nto1Ey3Mf",official,fl511_northeast
2019-08-01 16:29:20,,[],1156965145643573248,"Cleared: Planned construction in Duval on SR-105 / Heckscher Dr west at Imeson Park Blvd, right lane blocked. Last updated at 07:26:51AM.",official,fl511_northeast
2019-08-01 16:29:20,,[],1156965145064726529,"Cleared: Planned construction in Duval on SR-105 / Heckscher Dr east at Imeson Park Blvd, right lane blocked. Last updated at 07:25:18AM.",official,fl511_northeast
2019-08-01 16:25:17,,[],1156964124284346368,"Updated: Crash in Duval on I-295 W south at Buckman, 2 right lanes blocked. Last updated at 12:25:05PM. https://t.co/8Nto1Ey3Mf",official,fl511_northeast
2019-08-01 16:23:09,,[],1156963588361326596,"Updated: Crash in Duval on I-295 W south at Buckman, 2 right lanes blocked. Last updated at 12:22:51PM. https://t.co/8Nto1Ey3Mf",official,fl511_northeast
2019-08-01 16:21:08,,"[{'text': 'fl511', 'indices': [100, 106]}]",1156963082540859392,"New: Crash in Duval on I-295 W south at Buckman, 2 right lanes blocked. Last updated at 12:21:04PM. #fl511 https://t.co/8Nto1Ey3Mf",official,fl511_northeast
2019-08-01 16:20:11,,[],1156962841452265472,"Cleared: Multi-vehicle crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 12:10:43PM.",official,fl511_northeast
2019-08-01 16:11:23,,[],1156960627086303232,"Updated: Multi-vehicle crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 12:10:43PM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 16:06:23,,[],1156959368992219136,"Updated: Multi-vehicle crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 12:04:36PM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 16:06:23,,[],1156959368493109248,"Updated: Multi-vehicle crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 12:03:47PM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 16:06:05,,[],1156959292798439426,Jacksonville: Due to construction there will be lane closures on New Kings Rd from Woodley Rd to Dunn Avenue and...https://t.co/q6rZmrGQeC,official,fl511_northeast
2019-08-01 15:42:48,,[],1156953432038805506,SR-520 is closed in both directions near St Johns River due to a crash. Motorists should expect delays and seek...https://t.co/q6rZmrGQeC,official,fl511_northeast
2019-08-01 15:38:21,,[],1156952313719906305,"Updated: Multi-vehicle crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 11:37:36AM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 15:17:16,,[],1156947007111671811,"Updated: Crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 11:16:30AM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 15:15:09,,[],1156946474518929409,"Updated: Crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 11:15:00AM. https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 15:01:26,,"[{'text': 'fl511', 'indices': [97, 103]}]",1156943022636130304,"New: Crash in Duval on I-295 E north before I-95, left lane blocked. Last updated at 11:00:23AM. #fl511 https://t.co/QPlGlVyfD5",official,fl511_northeast
2019-08-01 14:43:13,,[],1156938441248165889,"Cleared: Crash in Duval on SR-13 / San Jose Blvd south at Hartley Rd, 2 right lanes blocked. Content provided by Waze. Last updated at...",official,fl511_northeast
2019-08-01 14:30:18,,[],1156935187047100417,"New: Crash in Duval on SR-13 / San Jose Blvd south at Hartley Rd, 2 right lanes blocked. Content provided by...https://t.co/1Qv63nh8Bd",official,fl511_northeast
2019-08-01 13:58:13,,[],1156927113930452994,"Updated: Crash in Baker on I-10 east beyond SR-228, left lane blocked. Last updated at 09:57:36AM. https://t.co/4kJIO2Skqc",official,fl511_northeast
2019-08-01 13:51:16,,[],1156925366998622208,St Augustine Beach: There will be a flagging operation on SR-206 on the Crescent Beach Bridge due to...https://t.co/q6rZmrGQeC,official,fl511_northeast
2019-08-01 13:37:31,,[],1156921903552110593,"Cleared: Crash in Alachua on I-75 north beyond MM 407, left lane blocked. Last updated at 08:34:18AM.",official,fl511_northeast
2019-08-01 13:05:17,,[],1156913793361948673,"Cleared: Planned construction in Duval on Wonderwood Bridge west at Intracoastal, right lane blocked. Last updated at 07:05:54AM.",official,fl511_northeast
2019-08-01 13:04:31,,[],1156913599815847937,Jacksonville: The eastbound lane is blocked on Heckscher Dr at Palm Bluff Rd due to debris. Please use caution in...https://t.co/q6rZmrGQeC,official,fl511_northeast
2019-08-01 13:01:24,,"[{'text': 'ANJTraffic', 'indices': [89, 100]}]",1156912816927989765,9am- Slow ride on 95 NB at Philips....right lane blocked due to a crash ...expect delays #ANJTraffic @ActionNewsJax… https://t.co/DdhsxgG3lW,official,ActionTraffic
2019-08-01 12:37:36,,[],1156906828632080384,"Updated: Crash in Alachua on I-75 north beyond MM 407, left lane blocked. Last updated at 08:34:18AM. https://t.co/xnqfLvVLVD",official,fl511_northeast
2019-08-01 12:37:36,,[],1156906828011311105,"New: Crash in Duval on I-95 north beyond Baymeadows, right lane blocked. Content provided by Waze. Last updated...https://t.co/YpSLpjIDrI",official,fl511_northeast
2019-08-01 12:30:48,,[],1156905115095318529,"Updated: Unconfirmed crash in Alachua on I-75 north beyond MM 407, left lane blocked. Last updated at 08:26:57AM. https://t.co/xnqfLvVLVD",official,fl511_northeast
2019-08-01 12:26:16,,[],1156903973057650689,"Updated: Unconfirmed crash in Columbia on I-75 north at MM 408, left lane blocked. Last updated at 08:25:32AM. https://t.co/xnqfLvVLVD",official,fl511_northeast
2019-08-01 11:53:25,,"[{'text': 'ANJTRaffic', 'indices': [53, 64]}]",1156895709897142272,750am- BIG 3 travel times....delays continue on I 10 #ANJTRaffic @ActionNewsJax @WOKVNews https://t.co/ckd2lk1LYP,official,ActionTraffic
2019-08-01 11:27:11,,[],1156889106322001920,"New: Planned construction in Duval on SR-105 / Heckscher Dr west at Imeson Park Blvd, right lane blocked. Last...https://t.co/v6vqctUkMt",official,fl511_northeast
2019-08-01 11:26:11,,[],1156888855510999045,"New: Planned construction in Duval on SR-105 / Heckscher Dr east at Imeson Park Blvd, right lane blocked. Last...https://t.co/d6CuPNcYSi",official,fl511_northeast
2019-08-01 11:21:51,,[],1156887762899001344,"RT @fl511_state: It’s hurricane season. Make sure you travel smart and download the FL511 Mobile App, a must on your list if you need to ev…",official,fl511_northeast
2019-08-01 11:08:18,,[],1156884353579978752,"New: Planned construction in Duval on Wonderwood Bridge west at Intracoastal, right lane blocked. Last updated at...https://t.co/kDJYTOBE0R",official,fl511_northeast
2019-08-01 11:08:03,,[],1156884292255002625,"New: Planned construction in Clay on SR-21 / Blanding Blvd south at CR-220, left lane blocked. Last updated at...https://t.co/qIIAGEKzUt",official,fl511_northeast
2019-08-01 10:49:00,,"[{'text': 'ANJTraffic', 'indices': [54, 65]}]",1156879495590219777,645am- Crash on the ramp to Chaffee road from I 10 WB #ANJTraffic @ActionNewsJax https://t.co/5uz4GClraK,official,ActionTraffic
2019-08-01 10:38:55,,[],1156876961307926528,Traffic deaths up for First Responders from last year..not good....Drivers remember to Move Over a lane whenever po… https://t.co/lPuv4dYKoB,official,ActionTraffic
2019-08-01 10:07:55,,[],1156869156635103233,What do you like about new plans for Lot J at TIAA Bank Field?? Vote in our survey and let us know… https://t.co/GMVGO8V5iy,official,ActionTraffic
2019-08-01 09:58:52,,[],1156866878544973824,Good Morning...August 1 is here...and Ware County back to school! So far a smooth morning ride...We have you covere… https://t.co/ebGBpUmJxw,official,ActionTraffic
2019-08-01 09:53:13,,[],1156865459461009409,Crews are wrapping up a mobile home structure fire in the 7500 block of Taurus Cir east....Red Cross has been reque… https://t.co/7QhwbYbQmY,official,JFRDJAX
2019-08-01 09:49:33,,[],1156864534348541952,"Updated: Planned construction in Alachua on SR-24 / Archer Rd east at I-75, right lane blocked. Last updated at...https://t.co/9iEtUCd2FY",official,fl511_northeast
2019-08-01 09:44:21,,[],1156863228749762561,"Cleared: Planned construction in Duval on US-90 / Beach Blvd west at Peach Dr, left lane blocked. Last updated at 08:22:40PM.",official,fl511_northeast
2019-08-01 09:19:10,,[],1156856890422378498,"Cleared: Planned construction in Duval on I-95 north at Atlantic Blvd, right lane blocked. Last updated at 05:08:51AM.",official,fl511_northeast
2019-08-01 09:08:09,,[],1156854116699844608,"Cleared: Planned construction in Duval on I-95 north at Atlantic Blvd, 2 right lanes blocked. Last updated at 01:23:12AM.",official,fl511_northeast
2019-08-01 09:07:10,,[],1156853869491773440,"Cleared: Planned construction in Duval on I-295 E north ramp to Exit 53 Butler, off-ramp closed. Last updated at 11:37:11PM.",official,fl511_northeast
2019-08-01 09:07:10,,[],1156853869042905088,"Cleared: Planned construction in Duval on I-295 E south ramp to Exit 53 Butler, off-ramp closed. Last updated at 11:39:27PM.",official,fl511_northeast
2019-08-01 09:07:10,,[],1156853868510273536,"Cleared: Planned construction in Duval on SR-202 / Butler Blvd west at Gate Pkwy, right lane blocked. Last updated at 11:00:26PM.",official,fl511_northeast
2019-08-01 09:04:07,,[],1156853102345146373,"Cleared: Planned construction in Duval on I-295 W south at Exit 30 Dunn Ave, right lane blocked. Last updated at 09:35:20PM.",official,fl511_northeast
2019-08-01 07:34:09,,[],1156830463006302210,"Cleared: Planned construction in Duval on I-295 W south before Buckman, 2 left lanes blocked. Last updated at 01:06:28AM.",official,fl511_northeast
2019-08-01 05:31:54,,[],1156799697522221056,"New: Planned construction in Duval on I-95 north at Atlantic Blvd, 2 right lanes blocked. Last updated at...https://t.co/YL2l5DEP4i",official,fl511_northeast
2019-08-01 05:20:09,,[],1156796739992588289,"Cleared: Planned construction in Duval on I-95 north at Atlantic Blvd, 2 right lanes blocked. Last updated at 11:34:52PM.",official,fl511_northeast
2019-08-01 05:07:15,,[],1156793492745740288,"New: Planned construction in Duval on I-295 W south before Buckman, 2 left lanes blocked. Last updated at...https://t.co/iMStuTWIPq",official,fl511_northeast
2019-08-01 05:06:10,,[],1156793219084181505,"Cleared: Planned construction in Duval on I-295 W south before Buckman, 2 right lanes blocked. Last updated at 09:47:55PM.",official,fl511_northeast
