date,geo,hashtags,id,text,type,username,state,tweet,road_closure
2019-08-02 05:56:13,,[],1157168203883261957,cleared  planned construction in duval on i-295 e south ramp to exit 53 butler off-ramp closed  last updated at 10 20 04pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 E south ramp to Exit 53 Butler off-ramp closed  Last updated at 10 20 04PM ,0
2019-08-02 05:41:14,,[],1157164434185318400,rt  jessica82041306   jsopio officer gilliland thank you for stopping earlier tonight to help me i cant tell you how much of a relief it…,official,JSOPIO,Florida,RT  Jessica82041306   JSOPIO Officer Gilliland thank you for stopping earlier tonight to help me I cant tell you how much of a relief it…,0
2019-08-02 05:40:14,,[],1157164179456811009,cleared  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at 10 52 08pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at 10 52 08PM ,0
2019-08-02 04:57:15,,[],1157153362191630337,new  planned construction in duval on i-295 w north beyond duval rd left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W north beyond Duval Rd left lane blocked  Last updated at    ,1
2019-08-02 04:55:12,,[],1157152846057357313,cleared  planned construction in duval on i-295 w north ramp from exit 33 duval rd right lane blocked  last updated at 09 54 45pm ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on I-295 W north ramp from Exit 33 Duval Rd right lane blocked  Last updated at 09 54 45PM ,0
2019-08-02 02:37:22,,[],1157118160446873600,updated  planned construction in duval on i-295 w south beyond i-95 left lane blocked  last updated at 10 36 33pm   ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on I-295 W south beyond I-95 left lane blocked  Last updated at 10 36 33PM   ,1
2019-08-02 02:35:10,,[],1157117606677159936,new  planned construction in duval on i-295 w south beyond i-95 right lane blocked  last updated at 10 34 56pm     ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W south beyond I-95 right lane blocked  Last updated at 10 34 56PM     ,1
2019-08-02 02:34:14,,[],1157117372744044544,new  planned construction in duval on i-295 w south ramp from exit 33 duval rd off-ramp closed  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W south ramp from Exit 33 Duval Rd off-ramp closed  Last updated at    ,1
2019-08-02 02:29:14,,[],1157116112984793088,updated  planned construction in duval on i-95 north at atlantic blvd 2 right lanes blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Duval on I-95 north at Atlantic Blvd 2 right lanes blocked  Last updated at    ,1
2019-08-02 02:26:31,,[],1157115429527199744,cleared  crash in columbia on i-10 east at exit 296 i-75 all lanes blocked  last updated at 09 58 26pm ,official,fl511_northeast,Florida,Cleared  Crash in Columbia on I-10 east at Exit 296 I-75 all lanes blocked  Last updated at 09 58 26PM ,0
2019-08-02 02:23:18,,"[{'text': 'fl511', 'indices': [108, 114]}]",1157114622161444864,new  disabled vehicle in columbia on i-10 east before i-75 right lane blocked  last updated at 10 22 19pm  #fl511  ,official,fl511_northeast,Florida,New  Disabled vehicle in Columbia on I-10 east before I-75 right lane blocked  Last updated at 10 22 19PM  #fl511  ,1
2019-08-02 02:21:11,,[],1157114089447014400,new  planned construction in duval on sr-202   butler blvd east ramp from gate pkwy on-ramp closed  last updated    ,official,fl511_northeast,Florida,New  Planned construction in Duval on SR-202   Butler Blvd east ramp from Gate Pkwy on-ramp closed  Last updated    ,1
2019-08-02 02:20:17,,[],1157113863038541824,new  planned construction in duval on i-295 e south ramp to exit 53 butler off-ramp closed  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 E south ramp to Exit 53 Butler off-ramp closed  Last updated at    ,1
2019-08-02 02:20:17,,[],1157113862392557570,new  planned construction in duval on sr-202   butler blvd west beyond i-295 e 2 right lanes blocked  last    ,official,fl511_northeast,Florida,New  Planned construction in Duval on SR-202   Butler Blvd west beyond I-295 E 2 right lanes blocked  Last    ,1
2019-08-02 01:59:23,,[],1157108604358549504,updated  planned construction in alachua on sr-24   archer rd east at i-75 right lane blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in Alachua on SR-24   Archer Rd east at I-75 right lane blocked  Last updated at    ,1
2019-08-02 01:59:23,,[],1157108603792351232,updated  crash in columbia on i-10 east at exit 296 i-75 all lanes blocked  last updated at 09 58 26pm   ,official,fl511_northeast,Florida,Updated  Crash in Columbia on I-10 east at Exit 296 I-75 all lanes blocked  Last updated at 09 58 26PM   ,1
2019-08-02 01:57:10,,[],1157108045589241856,updated  crash in columbia on i-10 east at exit 296 i-75 all lanes blocked  last updated at 09 56 54pm   ,official,fl511_northeast,Florida,Updated  Crash in Columbia on I-10 east at Exit 296 I-75 all lanes blocked  Last updated at 09 56 54PM   ,1
2019-08-02 01:55:11,,[],1157107544378224641,new  planned construction in duval on i-295 w north ramp from exit 33 duval rd right lane blocked  last updated    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-295 W north ramp from Exit 33 Duval Rd right lane blocked  Last updated    ,1
2019-08-02 01:41:20,,[],1157104057875599360,updated  crash in columbia on i-10 east ramp to exit 296 i-75 all lanes blocked  last updated at 09 40 24pm   ,official,fl511_northeast,Florida,Updated  Crash in Columbia on I-10 east ramp to Exit 296 I-75 all lanes blocked  Last updated at 09 40 24PM   ,1
2019-08-02 01:37:47,,[],1157103165143244801,"🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
don’t wake up in the morning having to see these lights on your…  ",official,JSOPIO,Florida,"🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
🔵🔴
🔴🔵
Don’t wake up in the morning having to see these lights on your…  ",0
2019-08-02 01:28:32,,[],1157100837669343232,updated  crash in columbia on i-10 east ramp from exit 296 i-75 all lanes blocked  last updated at 09 25 21pm   ,official,fl511_northeast,Florida,Updated  Crash in Columbia on I-10 east ramp from Exit 296 I-75 all lanes blocked  Last updated at 09 25 21PM   ,1
2019-08-02 01:28:16,,[],1157100769914609666,lake city  on i-10 eb at i-75 all eastbound lanes are blocked due to a crash  use caution in the area   ,official,fl511_northeast,Florida,Lake City  On I-10 EB at I-75 all eastbound lanes are blocked due to a crash  Use caution in the area   ,1
2019-08-02 01:25:29,,"[{'text': 'fl511', 'indices': [108, 114]}]",1157100069725888512,new  crash in columbia on i-10 east ramp from exit 296 i-75 all lanes blocked  last updated at 09 24 58pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Columbia on I-10 east ramp from Exit 296 I-75 all lanes blocked  Last updated at 09 24 58PM  #fl511  ,1
2019-08-02 01:23:13,,[],1157099499967459329,satsuma  on us-17 from horse landing road to san mateo drive there will be lane closures due to construction  use    ,official,fl511_northeast,Florida,Satsuma  On US-17 from Horse Landing Road to San Mateo Drive there will be lane closures due to construction  Use    ,1
2019-08-02 01:18:17,,[],1157098257694240768,new  planned construction in duval on i-95 north at atlantic blvd right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-95 north at Atlantic Blvd right lane blocked  Last updated at    ,1
2019-08-02 00:54:54,,"[{'text': 'JSO', 'indices': [20, 24]}]",1157092376340549632,fang was one of our #jso k-9’s who was shot and killed in the line of duty recently    jaxicemen officially named t…  ,official,JSOPIO,Florida,FANG was one of our #JSO K-9’s who was shot and killed in the line of duty recently    JaxIcemen officially named t…  ,0
2019-08-02 00:36:12,,[],1157087670520168450,new  planned construction in duval on i-10 east at exit 343 us-301 left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in Duval on I-10 east at Exit 343 US-301 left lane blocked  Last updated at    ,1
2019-08-02 00:27:16,,[],1157085421102350336,cleared  crash in duval on i-95 north ramp to main st bridge left lane blocked  last updated at 08 12 41pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-95 north ramp to Main St Bridge left lane blocked  Last updated at 08 12 41PM ,0
2019-08-02 00:24:12,,[],1157084647513382915,cleared  planned construction in st johns on sr-206 east at intracoastal all lanes blocked  last updated at 05 56 10pm ,official,fl511_northeast,Florida,Cleared  Planned construction in St Johns on SR-206 east at Intracoastal all lanes blocked  Last updated at 05 56 10PM ,0
2019-08-02 00:13:19,,[],1157081907810770945,updated  crash in duval on i-95 north ramp to main st bridge left lane blocked  last updated at 08 12 41pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 north ramp to Main St Bridge left lane blocked  Last updated at 08 12 41PM   ,1
2019-08-01 23:53:10,,[],1157076840550473730,cleared  disabled vehicle in duval on i-295 w south at exit 32 lem turner left lane blocked  last updated at 07 44 15pm ,official,fl511_northeast,Florida,Cleared  Disabled vehicle in Duval on I-295 W south at Exit 32 Lem Turner left lane blocked  Last updated at 07 44 15PM ,0
2019-08-01 23:45:23,,[],1157074881508511745,updated  disabled vehicle in duval on i-295 w south at exit 32 lem turner left lane blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Disabled vehicle in Duval on I-295 W south at Exit 32 Lem Turner left lane blocked  Last updated at    ,1
2019-08-01 23:35:16,,[],1157072332399218694,updated  crash in duval on i-95 north ramp to main st bridge left lane blocked  last updated at 07 34 51pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 north ramp to Main St Bridge left lane blocked  Last updated at 07 34 51PM   ,1
2019-08-01 23:22:14,,[],1157069054118678530,updated  crash in duval on i-95 north ramp to main st bridge left lane blocked  last updated at 07 22 01pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 north ramp to Main St Bridge left lane blocked  Last updated at 07 22 01PM   ,1
2019-08-01 22:12:31,,[],1157051509965828096,cleared  multi-vehicle crash in duval on i-295 e north at exit 49 st johns bluff right lane blocked  last updated at 05 57 58pm ,official,fl511_northeast,Florida,Cleared  Multi-vehicle crash in Duval on I-295 E north at Exit 49 St Johns Bluff right lane blocked  Last updated at 05 57 58PM ,0
2019-08-01 22:05:32,,[],1157049752871198721,the patient has been extricated  ,official,JFRDJAX,Florida,The patient has been extricated  ,0
2019-08-01 21:58:11,,[],1157047903850041344,updated  multi-vehicle crash in duval on i-295 e north at exit 49 st johns bluff right lane blocked  last    ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-295 E north at Exit 49 St Johns Bluff right lane blocked  Last    ,1
2019-08-01 21:57:21,,[],1157047691949629440,updated  planned construction in st johns on sr-206 east at intracoastal all lanes blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Planned construction in St Johns on SR-206 east at Intracoastal all lanes blocked  Last updated at    ,1
2019-08-01 21:44:31,,[],1157044462868209664,a silver alert has been issued for sergio galguera out of miami gardens  look for a 1998 white toyota 4runner    ,official,fl511_northeast,Florida,A Silver Alert has been issued for Sergio Galguera out of Miami Gardens  Look for a 1998 White Toyota 4Runner    ,0
2019-08-01 21:41:37,,[],1157043731184459776,crews are responding to a traffic accident at blanding blvd and wesconnett    e23 advising that one person is trapp…  ,official,JFRDJAX,Florida,Crews are responding to a traffic accident at Blanding Blvd and Wesconnett    E23 advising that one person is trapp…  ,1
2019-08-01 21:24:11,,[],1157039344789667841,cleared  crash in duval on i-295 w north at exit 10 us-17 right lane blocked  last updated at 05 05 36pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-295 W north at Exit 10 US-17 right lane blocked  Last updated at 05 05 36PM ,0
2019-08-01 21:06:22,,[],1157034860575416320,updated  crash in duval on i-295 w north at exit 10 us-17 right lane blocked  last updated at 05 05 36pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 W north at Exit 10 US-17 right lane blocked  Last updated at 05 05 36PM   ,1
2019-08-01 20:42:26,,[],1157028840142704642,cleared  multi-vehicle crash in duval on i-95 south before 8th st 2 left lanes blocked  last updated at 04 19 24pm ,official,fl511_northeast,Florida,Cleared  Multi-vehicle crash in Duval on I-95 south before 8th St 2 left lanes blocked  Last updated at 04 19 24PM ,0
2019-08-01 20:34:12,,"[{'text': 'fl511', 'indices': [103, 109]}]",1157026766592139265,new  crash in duval on i-295 w north at exit 10 us-17 right lane blocked  last updated at 04 33 07pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-295 W north at Exit 10 US-17 right lane blocked  Last updated at 04 33 07PM  #fl511  ,1
2019-08-01 20:20:15,,[],1157023254911029255,updated  multi-vehicle crash in duval on i-95 south before 8th st 2 left lanes blocked  last updated at 04 19 24pm   ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-95 south before 8th St 2 left lanes blocked  Last updated at 04 19 24PM   ,1
2019-08-01 20:01:16,,[],1157018478685110272,updated  crash in duval on i-95 south before 8th st 2 left lanes blocked  last updated at 03 57 28pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 south before 8th St 2 left lanes blocked  Last updated at 03 57 28PM   ,1
2019-08-01 19:54:10,,"[{'text': 'fl511', 'indices': [96, 102]}]",1157016691097948160,new  crash in duval on i-95 south before 8th st left lane blocked  last updated at 03 53 51pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-95 south before 8th St left lane blocked  Last updated at 03 53 51PM  #fl511  ,1
2019-08-01 19:53:21,,[],1157016485681872896,cleared  crash in duval on i-95 south before 8th st left lane blocked  last updated at 03 43 03pm ,official,fl511_northeast,Florida,Cleared  Crash in Duval on I-95 south before 8th St left lane blocked  Last updated at 03 43 03PM ,0
2019-08-01 19:43:15,,[],1157013945020047360,updated  crash in duval on i-95 south before 8th st left lane blocked  last updated at 03 43 03pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-95 south before 8th St left lane blocked  Last updated at 03 43 03PM   ,1
2019-08-01 19:27:26,,"[{'text': 'fl511', 'indices': [96, 102]}]",1157009966273847303,new  crash in duval on i-95 south before 8th st left lane blocked  last updated at 03 26 21pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-95 south before 8th St left lane blocked  Last updated at 03 26 21PM  #fl511  ,1
2019-08-01 19:19:08,,[],1157007878114500608,updated  disabled vehicle in duval on i-295 e south at exit 55 gate pkwy center lane blocked  content provided    ,official,fl511_northeast,Florida,Updated  Disabled vehicle in Duval on I-295 E south at Exit 55 Gate Pkwy center lane blocked  Content provided    ,1
2019-08-01 19:16:15,,[],1157007151635845122,new  unconfirmed disabled vehicle in duval on i-295 e south at exit 55 gate pkwy left lane blocked  content    ,official,fl511_northeast,Florida,New  Unconfirmed disabled vehicle in Duval on I-295 E south at Exit 55 Gate Pkwy left lane blocked  Content    ,1
2019-08-01 19:10:25,,[],1157005680454381569,new  crash in st johns on i-95 north ramp from exit 323 intl golf pkwy right lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Crash in St Johns on I-95 north ramp from Exit 323 Intl Golf Pkwy right lane blocked  Last updated at    ,1
2019-08-01 18:59:18,,[],1157002883910512641,updated  crash in st johns on i-95 north at exit 323 intl golf pkwy 2 left lanes blocked  last updated at    ,official,fl511_northeast,Florida,Updated  Crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy 2 left lanes blocked  Last updated at    ,1
2019-08-01 18:51:11,,[],1157000841498431489,updated  crash in st johns on i-95 north at exit 323 intl golf pkwy left lane blocked  last updated at 02 50 19pm   ,official,fl511_northeast,Florida,Updated  Crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy left lane blocked  Last updated at 02 50 19PM   ,1
2019-08-01 18:49:22,,[],1157000385049088000,new  unconfirmed crash in st johns on i-95 north at exit 323 intl golf pkwy left lane blocked  last updated at    ,official,fl511_northeast,Florida,New  Unconfirmed crash in St Johns on I-95 north at Exit 323 Intl Golf Pkwy left lane blocked  Last updated at    ,1
2019-08-01 18:24:15,,[],1156994063347924992,there is police activity on floridas turnpike southbound from mile post 62 commercial boulevard to mile post    ,official,fl511_northeast,Florida,There is police activity on Floridas Turnpike southbound from mile post 62 Commercial Boulevard to mile post    ,0
2019-08-01 18:13:13,,[],1156991287314276357,cleared  draw bridge in up position in duval on main street bridge north at st johns river all lanes blocked  last updated at 02 07 29pm ,official,fl511_northeast,Florida,Cleared  Draw bridge in up position in Duval on Main Street Bridge north at St Johns River all lanes blocked  Last updated at 02 07 29PM ,0
2019-08-01 18:13:13,,[],1156991286672592896,cleared  draw bridge in up position in duval on main street bridge south at st johns river all lanes blocked  last updated at 02 07 10pm ,official,fl511_northeast,Florida,Cleared  Draw bridge in up position in Duval on Main Street Bridge south at St Johns River all lanes blocked  Last updated at 02 07 10PM ,0
2019-08-01 18:08:13,,[],1156990028943413250,new  draw bridge in up position in duval on main street bridge north at st johns river all lanes blocked  last    ,official,fl511_northeast,Florida,New  Draw bridge in up position in Duval on Main Street Bridge north at St Johns River all lanes blocked  Last    ,1
2019-08-01 18:08:13,,[],1156990028326821891,new  draw bridge in up position in duval on main street bridge south at st johns river all lanes blocked  last    ,official,fl511_northeast,Florida,New  Draw bridge in up position in Duval on Main Street Bridge south at St Johns River all lanes blocked  Last    ,1
2019-08-01 18:03:15,,[],1156988781230219264,cleared  planned construction in clay on sr-21   blanding blvd south at cr-220 left lane blocked  last updated at 07 04 39am ,official,fl511_northeast,Florida,Cleared  Planned construction in Clay on SR-21   Blanding Blvd south at CR-220 left lane blocked  Last updated at 07 04 39AM ,0
2019-08-01 17:57:10,,[],1156987246521868293,new  planned construction in st johns on sr-206 east at intracoastal all lanes blocked  last updated at    ,official,fl511_northeast,Florida,New  Planned construction in St Johns on SR-206 east at Intracoastal all lanes blocked  Last updated at    ,1
2019-08-01 17:22:09,,[],1156978436839301122,updated  crash in duval on i-295 e south before butler left lane blocked  last updated at 01 21 12pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E south before Butler left lane blocked  Last updated at 01 21 12PM   ,1
2019-08-01 17:12:19,,[],1156975963575652352,updated  crash in duval on i-295 e south before butler left lane blocked  last updated at 01 12 07pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 E south before Butler left lane blocked  Last updated at 01 12 07PM   ,1
2019-08-01 17:10:16,,[],1156975445570674689,updated  crash in st johns on i-95 north beyond intl golf pkwy left lane blocked  content provided by waze  last    ,official,fl511_northeast,Florida,Updated  Crash in St Johns on I-95 north beyond Intl Golf Pkwy left lane blocked  Content provided by Waze  Last    ,1
2019-08-01 17:09:10,,[],1156975167693893634,new  unconfirmed crash in duval on i-295 e south before butler left lane blocked  last updated at 01 08 23pm     ,official,fl511_northeast,Florida,New  Unconfirmed crash in Duval on I-295 E south before Butler left lane blocked  Last updated at 01 08 23PM     ,1
2019-08-01 16:56:24,,[],1156971957906280448,updated  crash in duval on i-295 w south at buckman 2 right lanes blocked  last updated at 12 55 09pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 W south at Buckman 2 right lanes blocked  Last updated at 12 55 09PM   ,1
2019-08-01 16:49:20,,[],1156970177273257984,updated  crash in duval on i-295 w south at buckman 2 right lanes blocked  last updated at 12 48 56pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 W south at Buckman 2 right lanes blocked  Last updated at 12 48 56PM   ,1
2019-08-01 16:29:20,,[],1156965145643573248,cleared  planned construction in duval on sr-105   heckscher dr west at imeson park blvd right lane blocked  last updated at 07 26 51am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on SR-105   Heckscher Dr west at Imeson Park Blvd right lane blocked  Last updated at 07 26 51AM ,0
2019-08-01 16:29:20,,[],1156965145064726529,cleared  planned construction in duval on sr-105   heckscher dr east at imeson park blvd right lane blocked  last updated at 07 25 18am ,official,fl511_northeast,Florida,Cleared  Planned construction in Duval on SR-105   Heckscher Dr east at Imeson Park Blvd right lane blocked  Last updated at 07 25 18AM ,0
2019-08-01 16:25:17,,[],1156964124284346368,updated  crash in duval on i-295 w south at buckman 2 right lanes blocked  last updated at 12 25 05pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 W south at Buckman 2 right lanes blocked  Last updated at 12 25 05PM   ,1
2019-08-01 16:23:09,,[],1156963588361326596,updated  crash in duval on i-295 w south at buckman 2 right lanes blocked  last updated at 12 22 51pm   ,official,fl511_northeast,Florida,Updated  Crash in Duval on I-295 W south at Buckman 2 right lanes blocked  Last updated at 12 22 51PM   ,1
2019-08-01 16:21:08,,"[{'text': 'fl511', 'indices': [100, 106]}]",1156963082540859392,new  crash in duval on i-295 w south at buckman 2 right lanes blocked  last updated at 12 21 04pm  #fl511  ,official,fl511_northeast,Florida,New  Crash in Duval on I-295 W south at Buckman 2 right lanes blocked  Last updated at 12 21 04PM  #fl511  ,1
2019-08-01 16:20:11,,[],1156962841452265472,cleared  multi-vehicle crash in duval on i-295 e north before i-95 left lane blocked  last updated at 12 10 43pm ,official,fl511_northeast,Florida,Cleared  Multi-vehicle crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 12 10 43PM ,0
2019-08-01 16:11:23,,[],1156960627086303232,updated  multi-vehicle crash in duval on i-295 e north before i-95 left lane blocked  last updated at 12 10 43pm   ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 12 10 43PM   ,1
2019-08-01 16:06:23,,[],1156959368992219136,updated  multi-vehicle crash in duval on i-295 e north before i-95 left lane blocked  last updated at 12 04 36pm   ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 12 04 36PM   ,1
2019-08-01 16:06:23,,[],1156959368493109248,updated  multi-vehicle crash in duval on i-295 e north before i-95 left lane blocked  last updated at 12 03 47pm   ,official,fl511_northeast,Florida,Updated  Multi-vehicle crash in Duval on I-295 E north before I-95 left lane blocked  Last updated at 12 03 47PM   ,1
2019-08-01 16:06:05,,[],1156959292798439426,jacksonville  due to construction there will be lane closures on new kings rd from woodley rd to dunn avenue and    ,official,fl511_northeast,Florida,Jacksonville  Due to construction there will be lane closures on New Kings Rd from Woodley Rd to Dunn Avenue and    ,1
2019-08-01 15:42:48,,[],1156953432038805506,sr-520 is closed in both directions near st johns river due to a crash  motorists should expect delays and seek    ,official,fl511_northeast,Florida,SR-520 is closed in both directions near St Johns River due to a crash  Motorists should expect delays and seek    ,1
