date,geo,hashtags,id,text,type,username,road_closure
2016-10-19 17:33:28+00:00,,,788795213959442432,CMPD at the Fami  Dollar on Valleydale ,official,chrisWSOC9,0
2016-10-10 17:19:27+00:00,,,785530195348430848,Gov Pence has taken the stage ,official,chrisWSOC9,0
2016-10-02 18:24:57+00:00,,,782647575623196672,when you got Julio starting in fantasy Just need a ,official,chrisWSOC9,0
2016-10-02 18:16:21+00:00,,,782645410246586368,Seeing numerous fire companies driving in and out of Mor Lan Farms in Statesville where they are battling a large fire ,official,chrisWSOC9,0
2016-10-02 16:04:19+00:00,,,782612182450180096,Bellamy Young speaking to HillaryClinton volunteers right now in Charlotte ,official,chrisWSOC9,0
2016-10-02 15:09:59+00:00,,,782598508331278336, ,official,chrisWSOC9,0
2016-10-01 21:00:23+00:00,,#big22https,782324304847351809, WSOCTVSports #big …,official,chrisWSOC9,0
2016-11-29 11:09:21+00:00,,,803556450387853312,Also this from Catawba Sheriffs ,official,FahertyWSOC9,0
2016-11-29 11:06:58+00:00,,,803555849503436800,Got this from city of ,official,FahertyWSOC9,0
2016-11-29 01:08:52+00:00,,,803405334643691520,This is look at the officer involved shooting scene from Chopper Nine ,official,FahertyWSOC9,0
2016-11-28 22:04:44+00:00,,,803358995419373569,Breaking Caldwell Highway just reopened after a bad crash north of ,official,FahertyWSOC9,0
2016-11-28 22:03:29+00:00,,,803358680720797697,Breaking Hickrey suspect has been rushed to the hospital with life threatening injuries the SBi will handle the shooting investigation,official,FahertyWSOC9,0
2016-11-28 22:02:03+00:00,,,803358320157462532,Breaking hickory officer involved shooting involving a Catawba County Sheriff Deputy during a narcotics investigation ,official,FahertyWSOC9,0
2016-11-28 17:09:35+00:00,,,803284717520953344,With firefighters from California as they look for hotspots on the Horton fire near Blowing ,official,FahertyWSOC9,0
2016-11-26 14:27:29+00:00,,,802519149201203200,Got this   earlier of a bad wreck along interstate in Burke County near the Coldwater ,official,FahertyWSOC9,0
2016-11-23 15:03:53+00:00,,,801441142638280704,With fire crews now as they work to protect homes near the ,official,FahertyWSOC9,0
2016-11-23 00:31:51+00:00,,,801221690734747648,Just got this on the fire in ,official,FahertyWSOC9,0
2016-11-22 21:32:30+00:00,,,801176553245839364,Im being told they are setting backfires along Sampson road to build a containment line around the fire A lot of smoke coming up ,official,FahertyWSOC9,0
2016-11-22 20:17:00+00:00,,,801157552901910528,Firefighters just confirmed to channel they believe the fire in Watauga County was possib  set on purpose in two ,official,FahertyWSOC9,0
2016-11-22 19:09:30+00:00,,,801140569560915968,Just got this photo of a fire near Morganton Looks like the old motel off of exit ,official,FahertyWSOC9,0
2016-11-22 17:10:05+00:00,,,801110514650771456,Just got this video of the large fire in the Sampson community in Watauga County More than acres have burned Evacuations are ,official,FahertyWSOC9,0
2016-11-22 14:31:50+00:00,,,801070692250820608,Just got this from Watauga ,official,FahertyWSOC9,0
2016-11-22 12:53:56+00:00,,,801046055173246977,Just got this   of a new wildfire in Watauga County east of Boone Hearing it is in the Samson area of the ,official,FahertyWSOC9,0
2016-11-21 16:09:19+00:00,,,800732837242695681,You can see where the fire is burning near West Jefferson Looks like one home heavi  ,official,FahertyWSOC9,0
2016-11-21 15:46:49+00:00,,,800727172482736128,More than firefighters fighting a new wild fire in Ashe County that is burning close to some ,official,FahertyWSOC9,0
2016-11-21 14:48:53+00:00,,,800712594575204352,Just got this   over at Appalachian Ski Mtn where they have close to a foot of snow on the ground They plan on opening ,official,FahertyWSOC9,0
2016-11-21 02:12:29+00:00,,,800522237312925696,Just got this   from Beech Mtns web cams Temps expected to drop into the teens ,official,FahertyWSOC9,0
2016-11-21 01:20:08+00:00,,,800509065583542272,Looks like they may be making snow at Sugar Mtn Ski Resort Ill make some call in the ,official,FahertyWSOC9,0
2016-11-17 19:06:46+00:00,,,799327941951889409,District Attorney will seek the death penalty in double homicide in Burke where bodies were found in trunk of burnt ,official,FahertyWSOC9,0
2016-11-17 15:49:30+00:00,,,799278295720271872,Out on the front line of the wild fire in Burke Moving quick  through these woods in the Enola ,official,FahertyWSOC9,0
2016-11-17 03:37:32+00:00,,,799094092718292992,Heres the ,official,FahertyWSOC9,0
2016-11-16 20:21:02+00:00,,,798984241103118336,Just got this video of the fire as it continues to spread here in Burke County Close to ,official,FahertyWSOC9,0
2016-11-16 20:20:58+00:00,,,798984224636305412,Fire is all over this mountainside right now Im seeing helicopters dropping a lot of water as ,official,FahertyWSOC9,0
2016-11-16 16:14:11+00:00,,,798922120491364352,One homeowner has set up a sprinkler system around his ,official,FahertyWSOC9,0
2016-11-16 14:53:35+00:00,,,798901837646729216,Up on the fire line now where they did a back burn overnight just feet from some ,official,FahertyWSOC9,0
2016-11-16 14:51:42+00:00,,,798901361719001088,Smoke is real bad on the north side of the fire in the Enola community Hard to tell where the fire actual  ,official,FahertyWSOC9,0
2016-11-16 13:56:35+00:00,,,798887493781299200,Just got this from Henderson ,official,FahertyWSOC9,0
2016-11-16 13:54:46+00:00,,,798887036694528000,Over at George Hildebran Elementary where poor air quality has the kids staying indoors ,official,FahertyWSOC9,0
2016-11-15 21:41:04+00:00,,,798641997049462784,This is where Im going live tonight in Burke County You can real  see the smoke east and south of the fire and on channel st ,official,FahertyWSOC9,0
2016-11-15 21:08:39+00:00,,,798633836510748674,Breaking Morganton American Red Cross has just opened a shelter at the Collett Street Recreation ,official,FahertyWSOC9,0
2016-11-15 18:48:07+00:00,,,798598469460099073,Out on the fire lines today about two hundred yards from some homes Close to acres have ,official,FahertyWSOC9,0
2016-11-15 16:07:52+00:00,,,798558144905494528,The wild fire in Burke County is now about a quarter to a half mile from several homes Drier today and more of a ,official,FahertyWSOC9,0
2016-11-15 14:58:01+00:00,,,798540565528735745,Just saw this dot sign warning about fire conditions Also spotted crews from Chapel Hill FD heading to the fire in ,official,FahertyWSOC9,0
2016-11-15 13:34:48+00:00,,,798519622664232961,Breaking Hickory car slammed into A Muffler and Service Center No one was hurt Thousands of ,official,FahertyWSOC9,0
2016-11-15 11:47:38+00:00,,,798492651657924608,Anybody in Hickory having an issue with their water Mine look a little brown this ,official,FahertyWSOC9,0
2016-11-14 21:53:48+00:00,,,798282813955043328,Took this  ture from where I plan on going live at five but the wind has now shifted See what happened to the fire in just ,official,FahertyWSOC9,0
2016-11-14 20:45:04+00:00,,,798265513969414144,Just got this   of the South Mountains State Park fire Heading there ,official,FahertyWSOC9,0
2016-11-14 14:26:20+00:00,,,798170204828299264,Breaking Valdese firefighters are scrambling to put out a wildfire south of town Several were out all night on the South Mtn ,official,FahertyWSOC9,0
2016-11-14 13:56:30+00:00,,,798162696445100032,Sheriff deputies investigating a shooting outside the Knob Superette in Connel  Springs where one man was airlifted to the ,official,FahertyWSOC9,0
2016-11-13 19:42:47+00:00,,,797887454472568832,Did find this cool place when I went down a side trail Lots of fun despite the ,official,FahertyWSOC9,0
2016-11-13 17:40:41+00:00,,,797856724795424768,Hiking the trail to the top of Table Rock Mtn Wind has shifted out of the south sending smoke into the Linville ,official,FahertyWSOC9,0
2016-11-12 14:25:31+00:00,,,797445221885820928,Just took this  ture along South Center Street in Hickory of the huge fire in South Mountains State Park At least miles ,official,FahertyWSOC9,0
2016-11-11 20:40:54+00:00,,,797177304032145408,A local hunter in Burke allowed me to park next to his deer stand to report on the South Mountains Park ,official,FahertyWSOC9,0
2016-11-11 20:36:40+00:00,,,797176239593234432,A good friend of mine just sent me this photo from his back deck in Blowing Rock of the fire in Burke ,official,FahertyWSOC9,0
2016-11-11 14:28:35+00:00,,,797083607718330368,Just took this  ture of the big fire in the South Mountain State park You can see the wind has shifted out of the northwest ,official,FahertyWSOC9,0
2016-11-11 13:43:39+00:00,,,797072299040112640,Chestnut Knob fire in Burke has jumped lines Now up to acres with increased winds and lower humidity today No cause ,official,FahertyWSOC9,0
2016-11-10 16:10:03+00:00,,,796746751503925249,Breaking Newton district attorney is offering a plea deal taking death penalty off the table in Sharman Odom ,official,FahertyWSOC9,0
2016-11-09 18:57:56+00:00,,,796426614577963008,Breaking Sheriff deputies and Ems are evacuating homes in Highland Meadow Acres neighborhood near the fire in Caldwell ,official,FahertyWSOC9,0
2016-11-09 16:34:48+00:00,,,796390594104979456,Conditions going downhill as the light rain overnight dries up and winds ,official,FahertyWSOC9,0
2016-11-09 15:55:33+00:00,,,796380717127266304,Forest service is fighting a large fire east of Lenoir off of Zacks Fork road Looks like a timbered area Chopper making ,official,FahertyWSOC9,0
2016-11-08 22:34:19+00:00,,,796118682875363328,District Attorneys Office announces it wont seek the death penalty against men accused of double murder north of ,official,FahertyWSOC9,0
2016-11-08 21:30:22+00:00,,,796102586327764992,love the   of you and the kids Good stuff!,official,FahertyWSOC9,0
2016-11-08 17:22:35+00:00,,,796040229551489026,Firefighters are working to contain a wildfire at the South Mountains State Park that has already burned more than ,official,FahertyWSOC9,0
2016-11-07 21:19:52+00:00,,,795737557027983360,Just got this from ,official,FahertyWSOC9,0
2016-11-07 18:22:17+00:00,,,795692868065263616,Just got this   from Morganton of the huge fire at the South Mountains State ,official,FahertyWSOC9,0
2016-11-07 15:12:43+00:00,,,795645162936537088,This is some of the five and a half pounds of crack deputies ,official,FahertyWSOC9,0
2016-11-07 14:25:20+00:00,,,795633236470878209,NC Forest Service is fighting a large fire in the South Mountain State Park The fire is up on Chestnut Knob and has burned acres,official,FahertyWSOC9,0
2016-11-07 14:21:24+00:00,,,795632248150257668,Hickory police arrest a man accused of a jewelry heist Police say Brandon Beatty tried to get away by climbing to the roof of a ,official,FahertyWSOC9,0
2016-11-07 14:17:40+00:00,,,795631307300765697,Sheriff deputies in Catawba Co are trying to find out who left several kilos of cocaine in the woods near the town of Catawba ,official,FahertyWSOC9,0
2016-11-04 21:18:40+00:00,,,794650094045954048,Breaking Burke dry conditions and wind sparked this large fire this afternoon Efforts to bring it under control on channel ,official,FahertyWSOC9,0
2016-11-04 14:10:56+00:00,,,794542450064891904,Police now confirm they are working this wreck in Hickory as a ,official,FahertyWSOC9,0
2016-11-04 14:09:56+00:00,,,794542196192149504,Breaking Hickory police on the scene of a crash where a car is partial  under a tractor ,official,FahertyWSOC9,0
2016-11-04 13:00:10+00:00,,,794524642023247874,Just got this from the district attorneys ,official,FahertyWSOC9,0
2016-11-04 00:11:37+00:00,,,794331228782678016,The victim of the train accident is Leigh Singley She is listed in critical at CHS Main in Charlotte NC Investigation is continuing ,official,FahertyWSOC9,0
2016-11-03 21:38:35+00:00,,,794292717144506369,Breaking Catawba firefighters from Claremont and Catawba are on the scene of this mobile home fire off of Old Catawba ,official,FahertyWSOC9,0
2016-11-03 21:06:03+00:00,,,794284529758437376,Just got search warrant in mother son murder case in Hickory It explains how police nabbed the suspects and the use of body cam ,official,FahertyWSOC9,0
2016-11-03 17:55:33+00:00,,,794236586728665088,Large police presence near the depot in downtown Morganton Woman has life threatening ,official,FahertyWSOC9,0
2016-11-03 17:52:37+00:00,,,794235848103333888,Breaking Morganton woman just rushed to the hospital after being struck by a train in the downtown ,official,FahertyWSOC9,0
2016-11-03 13:00:10+00:00,,,794162253046157313,Just got this from ,official,FahertyWSOC9,0
2016-11-03 10:52:03+00:00,,,794130011183783936,Breaking Hickory police make two arrest overnight Both Micky and Tina Swink are charged with ,official,FahertyWSOC9,0
2016-11-02 19:00:12+00:00,,,793890468530622464,Just got this from Caldwell ,official,FahertyWSOC9,0
2016-11-02 13:41:19+00:00,,,793810218924773376,Breaking Conover firefighters on the scene of a two alarm fire at Armacell Looks like they have the fire ,official,FahertyWSOC9,0
2016-11-02 13:07:41+00:00,,,793801756668989440,Breaking Hickory police working a homicide involving year old woman found dead inside her home in northeast Hickory ,official,FahertyWSOC9,0
2016-10-29 23:14:51+00:00,,,792505002568904704,Happy Halloween!! ,official,FahertyWSOC9,0
2016-10-29 22:15:01+00:00,,,792489945931911168,The Cindy Storie Memorial Bike Run was held today at The Colonels Pantry in Morganton They had over biker and raised ,official,FahertyWSOC9,0
2016-10-29 19:08:50+00:00,,,792443091429027841,Hickory High sounds great at the band competition at Fred T Foard high ,official,FahertyWSOC9,0
2016-10-26 18:09:40+00:00,,,791341035926482945,Just got this from Caldwell District ,official,FahertyWSOC9,0
2016-10-26 18:07:08+00:00,,,791340399767986176,Just got this statement from the Chief at Hickory ,official,FahertyWSOC9,0
2016-10-26 16:30:03+00:00,,,791315969230639104,Just got this from Granite ,official,FahertyWSOC9,0
2016-10-26 14:21:25+00:00,,,791283598678564864,Breaking Caldwell man accused of robbing bank in Granite Falls now in police ,official,FahertyWSOC9,0
2016-10-26 13:40:36+00:00,,,791273326073225216,Police in Hickory are trying to find the person who stole an off duty officers gun and police gear from her car at this ,official,FahertyWSOC9,0
2016-10-25 20:54:30+00:00,,,791020130532589568,Just got this from ,official,FahertyWSOC9,0
2016-10-25 19:21:28+00:00,,,790996720620634112,Got this from Boone ,official,FahertyWSOC9,0
2016-10-25 14:25:43+00:00,,,790922289273511936,Just got this surveillance video of a person stealing ten Trump political signs in Hickory Police have already i d a possible ,official,FahertyWSOC9,0
2016-10-24 14:22:52+00:00,,,790559187977670656,Breaking Watauga County highway patrol is investigating after a year old boy was run over by his father The child was just ,official,FahertyWSOC9,0
2016-10-21 14:24:10+00:00,,,789472351314284545,Just got this update on the Lenoir death investigation Police now believe it was a murder ,official,FahertyWSOC9,0
2016-10-21 14:04:56+00:00,,,789467508075925504,Just got this from Alexander ,official,FahertyWSOC9,0
2016-10-20 23:24:57+00:00,,,789246055166554113,Breaking Conover police on the scene of a dead  crash involving a motorcycle on highway near ,official,FahertyWSOC9,0
2016-10-20 22:52:54+00:00,,,789237986798006272,Just got this cell phone video of Bill Murphy as he walked out of jail and embraced his mom after a jury found him not guilty of ,official,FahertyWSOC9,0
2016-10-20 19:11:09+00:00,,,789182183625732096,Breaking Lenoir two not guilty verdicts in the Bill Murphy murder trial Murphy broke down as the jurys decision was read ,official,FahertyWSOC9,0
2016-10-20 17:39:11+00:00,,,789159038600810497,A lot more law enforcement showing up at the home in Lenoir where the two elder  men were found ,official,FahertyWSOC9,0
2016-10-20 15:05:49+00:00,,,789120442208509953,Just got on the scene of double death investigation in Lenoir Police have been here all ,official,FahertyWSOC9,0
2016-10-20 14:34:53+00:00,,,789112659073376256,Heading to Lenoir ,official,FahertyWSOC9,0
2016-10-20 13:20:36+00:00,,,789093965215723520,Police in Hickory are searching for this couple accused of stealing hunting supplies from ,official,FahertyWSOC9,0
2016-10-19 23:27:39+00:00,,,788884344542728192,Wednesday night football at Jacobs Fork Go Jags! ,official,FahertyWSOC9,0
2016-10-19 14:20:27+00:00,,,788746640337272832,Major waterline break in Morganton impacting dozens of customers Crews working to make repairs ,official,FahertyWSOC9,0
2016-10-18 14:05:04+00:00,,,788380381070385152,These beer bottles were found outside one of the churches in Alexander ,official,FahertyWSOC9,0
2016-10-18 13:50:40+00:00,,,788376757267202048,Referendum over alcohol in Alexander county has turned ug  with vandalism and someone hacking church ,official,FahertyWSOC9,0
2016-10-17 17:34:40+00:00,,,788070737068167168,Just got this  ture of the home that caught fire in the town of Catawba A woman was found dead ,official,FahertyWSOC9,0
2016-10-17 13:51:00+00:00,,,788014452729868290,Not a good way to start the week Ugh! ,official,FahertyWSOC9,0
2016-10-17 12:43:48+00:00,,,787997541249921024,Just confirmed fire fatality overnight in the town of Catawba near the elementary school ,official,FahertyWSOC9,0
2016-10-14 23:52:17+00:00,,,787078607696982016, ,official,FahertyWSOC9,0
2016-10-12 23:24:55+00:00,,,786346944503349248,Older brother Thomas Ball also jailed on murder charges in Catawba Co He lived at the home Both will appear in court tomorrow in ,official,FahertyWSOC9,0
2016-10-12 21:37:43+00:00,,,786319963489468416,Breaking Hickory Rodney Ball charged with murder and concealment of a body in elder  mans death Liz Foster will have updates on chan ,official,FahertyWSOC9,0
2016-10-12 17:23:23+00:00,,,786255962030141440,First degree murder now filed against this man accused of setting dead  fire in Valle ,official,FahertyWSOC9,0
2016-10-12 00:33:32+00:00,,,786001822271934465, ,official,FahertyWSOC9,0
2016-10-10 18:51:55+00:00,,,785553463446999040, ,official,FahertyWSOC9,0
2016-10-08 00:41:09+00:00,,,784554186499362821,My son and his classmates did great at the Foard game tonight Rain is holding off for the most ,official,FahertyWSOC9,0
2016-10-07 16:07:21+00:00,,,784424888018866176,Dead  crash in Burke County involving twin teenagers on their way to school Photo courtesy Morganton News ,official,FahertyWSOC9,0
2016-10-06 16:14:32+00:00,,,784064305692114944,Heres some more detailed ,official,FahertyWSOC9,0
2016-10-05 10:30:11+00:00,,,783615258929823744,Got this from Catawba Fire this ,official,FahertyWSOC9,0
2016-10-03 18:06:49+00:00,,,783005399087710208,Hickory murder suspect Arthur Robinson appears before a judge in the stabbing death of cousin Photo courtesy ,official,FahertyWSOC9,0
2016-10-03 17:50:40+00:00,,,783001333477638144,Heres one more image from inside the bank Suspect is not in custody ,official,FahertyWSOC9,0
2016-10-03 17:48:35+00:00,,,783000813195161600,Just got these two images from police Granite Falls has several investigators working the case right now Call police if you can ,official,FahertyWSOC9,0
2016-10-03 17:29:33+00:00,,,782996022217834496,Breaking Granite Falls bank robbery at First Citizens Bank Working on getting   now ,official,FahertyWSOC9,0
2016-10-03 17:28:47+00:00,,,782995828537516040,Breaking Burke death investigation is underway after a womans body was found behind a business in Hildebran Woman was reported ,official,FahertyWSOC9,0
2016-10-03 13:07:15+00:00,,,782930010428538880,Breaking Hickory police make an arrest for murder after stabbing death over the weekend Arthur Robinson is charged with murder of roommate,official,FahertyWSOC9,0
2016-10-01 18:00:11+00:00,,,782278954434658305,Breaking Long View just got this photo from a viewer of the extensive damage The bank is about a mile from the Hickory Regional ,official,FahertyWSOC9,0
2016-10-01 17:58:55+00:00,,,782278636544155648,Breaking Long View plane crash behind a bank on st Avenue SW Photo courtesy of ,official,FahertyWSOC9,0
2016-11-29 15:24:13+00:00,,,803620589013331968,CLEARED Accident; I WB at Exit A | A,official,SCDOTLowCountry,0
2016-11-29 15:16:42+00:00,,,803618698338693120,Update Accident; I WB at Exit A unknown lns clsd Ocrd AM Exp clr AM | A,official,SCDOTLowCountry,0
2016-11-29 14:34:17+00:00,,,803608021519761408,Rd maint ops; I SB at Exit no lns clsd Began PM Sch end PM | A,official,SCDOTLowCountry,0
2016-11-29 13:06:46+00:00,,,803585996268957696,Accident; I WB at Exit A unknown lns clsd Ocrd AM | A,official,SCDOTLowCountry,0
2016-11-28 21:11:49+00:00,,,803345677103337472,CLEARED Accident; I WB mi W of Exit | P,official,SCDOTLowCountry,0
2016-11-28 21:06:48+00:00,,,803344416253640704,Update Accident; I WB mi W of Exit lft ln clsd Ocrd PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 21:04:18+00:00,,,803343785249959936,Accident; I WB mi W of Exit lft ln clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 19:26:43+00:00,,,803319228086554625,CLEARED Accident; US NB at Arthur Ravenel Junior Bridge | P,official,SCDOTLowCountry,0
2016-11-28 19:21:43+00:00,,,803317967412928513,Update Accident; US NB at Arthur Ravenel Junior Bridge rht lns clsd Ocrd PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 18:21:47+00:00,,,803302886172200961,Accident; US NB at Arthur Ravenel Junior Bridge rht lns clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 17:41:45+00:00,,,803292811122577412,CLEARED Accident; I EB at Exit | P,official,SCDOTLowCountry,0
2016-11-28 17:34:14+00:00,,,803290921374715904,Update Accident; I EB at Exit rht ln clsd Ocrd AM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 17:11:43+00:00,,,803285255683772416,Accident; I EB at Exit rht ln clsd Ocrd AM | P,official,SCDOTLowCountry,0
2016-11-28 17:09:13+00:00,,,803284624625516544,CLEARED Accident; I EB at Exit | P,official,SCDOTLowCountry,0
2016-11-28 17:04:12+00:00,,,803283364060991489,Update Accident; I EB at Exit rht ln clsd Ocrd AM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 16:54:12+00:00,,,803280845209563136,Update Accident; I EB at Exit rht ln clsd Ocrd AM | A,official,SCDOTLowCountry,0
2016-11-28 16:34:21+00:00,,,803275848921051136,Accident; I EB at Exit no lns clsd Ocrd AM | A,official,SCDOTLowCountry,0
2016-11-28 03:44:18+00:00,,,803082059115876353,CLEARED Vehicle on fire; I NB mi S of Exit | P,official,SCDOTLowCountry,0
2016-11-28 03:39:17+00:00,,,803080798270328832,Update Vehicle on fire; I NB mi S of Exit no lns clsd Ocrd PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 02:21:43+00:00,,,803061278197612545,CLEARED Accident; I EB at Exit | P,official,SCDOTLowCountry,0
2016-11-28 02:14:21+00:00,,,803059422499053568,Update Accident; I EB at Exit no lns clsd Ocrd PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 01:59:20+00:00,,,803055644207157249,CLEARED Traf congestion; I WB btwn Exit B & Exit A | P,official,SCDOTLowCountry,0
2016-11-28 01:59:19+00:00,,,803055641539543040,CLEARED Traf congestion; I NB at Exit A | P,official,SCDOTLowCountry,0
2016-11-28 01:59:19+00:00,,,803055639333244928,CLEARED Traf congestion; I SB at Exit A | P,official,SCDOTLowCountry,0
2016-11-28 01:54:18+00:00,,,803054378357760000,Update Traf congestion; I WB btwn Exit B & Exit A no lns clsd From PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 01:54:17+00:00,,,803054376071950336,CLEARED Traf congestion; I EB btwn Exit A & Exit B | P,official,SCDOTLowCountry,0
2016-11-28 01:54:17+00:00,,,803054373995769861,Update Traf congestion; I NB at Exit A no lns clsd From PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 01:54:16+00:00,,,803054371713859585,Update Traf congestion; I SB at Exit A no lns clsd From PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 01:44:15+00:00,,,803051847309295618,CLEARED Traf congestion; I WB btwn mi E of Exit & Exit | P,official,SCDOTLowCountry,0
2016-11-28 01:44:14+00:00,,,803051845178585088,CLEARED Traf congestion; I NB btwn GA St Line & Exit | P,official,SCDOTLowCountry,0
2016-11-28 01:39:13+00:00,,,803050581979906048,Update Vehicle on fire; I NB mi S of Exit no lns clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 01:39:12+00:00,,,803050579933233152,Update Traf congestion; I NB btwn GA St Line & Exit no lns clsd From PM Exp clr PM | P,official,SCDOTLowCountry,0
2016-11-28 01:39:12+00:00,,,803050577244647424,Traf congestion; I WB btwn Exit B & Exit A no lns clsd From PM | P,official,SCDOTLowCountry,0
2016-11-28 01:34:21+00:00,,,803049356324667392,Update Vehicle on fire; I NB mi S of Exit rht ln clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 01:34:20+00:00,,,803049354097463296,CLEARED Traf congestion; I SB btwn Exit & GA St Line | P,official,SCDOTLowCountry,0
2016-11-28 01:24:19+00:00,,,803046830921699328,Traf congestion; I WB btwn mi E of Exit & Exit no lns clsd From PM | P,official,SCDOTLowCountry,0
2016-11-28 01:24:18+00:00,,,803046828778393600,Update Accident; I EB at Exit no lns clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 01:16:46+00:00,,,803044934072799233,Update Traf congestion; I NB btwn GA St Line & Exit no lns clsd From PM | P,official,SCDOTLowCountry,0
2016-11-28 01:16:46+00:00,,,803044932097310720,Update Traf congestion; I SB btwn Exit & GA St Line no lns clsd From PM | P,official,SCDOTLowCountry,0
2016-11-28 01:09:15+00:00,,,803043039543496708,Update Traf congestion; I EB btwn Exit A & Exit B no lns clsd From PM | P,official,SCDOTLowCountry,0
2016-11-28 00:46:49+00:00,,,803037397705367552,Update Accident; I EB at Exit lft lns clsd Ocrd PM | P,official,SCDOTLowCountry,0
2016-11-28 00:44:18+00:00,,,803036764134850562,Update Accident; I EB at Exit no lns clsd Ocrd PM | P,official,SCDOTLowCountry,0
