date,text,type,username,tweet,state,road_closure,modified_text,location
2019-07-31 10:38:03,new  planned construction in clay on sr-21   blanding blvd south at cr-220 right lane blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Clay on SR-21   Blanding Blvd south at CR-220 right lane blocked  Last updated at    ,Florida,1,At New  Planned Construction At Clay At Sr-21   Blanding Blvd South At Cr-220 Right Lane Blocked  Last Updated At    ,
2019-07-31 10:31:15,updated  vehicle on fire in st johns on i-95 south beyond us-1 all lanes blocked  last updated at 06 30 38am   ,official,fl511_northeast,Updated  Vehicle on fire in St Johns on I-95 south beyond US-1 all lanes blocked  Last updated at 06 30 38AM   ,Florida,1,At Updated  Vehicle At Fire At St Johns At Interstate 95 South Beyond Us-1 All Lanes Blocked  Last Updated At 06 30 38Am   ,"{'Interstate 95 South Beyond', 'Johns'}"
2019-07-31 10:16:13,updated  planned construction in alachua on i-75 south ramp to exit 384 sr-24 off-ramp left lanes blocked  last    ,official,fl511_northeast,Updated  Planned construction in Alachua on I-75 south ramp to Exit 384 SR-24 off-ramp left lanes blocked  Last    ,Florida,1,At Updated  Planned Construction At Alachua At Interstate 75 South Ramp To Exit 384 Sr-24 Off-Ramp Left Lanes Blocked  Last    ,{'Interstate 75 South Ramp To Exit 384'}
2019-07-31 09:38:45,rt  wxgarrett   actiontraffic is tracking a road closure for i-95 southbound near the st  johns county   flagler county line  tune into cbs…,official,ActionTraffic,RT  wxgarrett   ActionTraffic is tracking a road closure for I-95 southbound near the St  Johns county   Flagler county line  Tune into CBS…,Florida,1,At Rt  Wxgarrett   Actiontraffic Is Tracking A Road Closure For Interstate 95 Southbound Near The St  Johns County   Flagler County Line  Tune Into Cbs…,"{'Interstate 95 Southbound Near', 'Johns County'}"
2019-07-31 09:29:27,updated  vehicle on fire in st johns on i-95 south beyond us-1 all lanes blocked  last updated at 05 28 10am   ,official,fl511_northeast,Updated  Vehicle on fire in St Johns on I-95 south beyond US-1 all lanes blocked  Last updated at 05 28 10AM   ,Florida,1,At Updated  Vehicle At Fire At St Johns At Interstate 95 South Beyond Us-1 All Lanes Blocked  Last Updated At 05 28 10Am   ,"{'Interstate 95 South Beyond', 'Johns'}"
2019-07-31 09:07:07,updated  vehicle on fire in st johns on i-95 south beyond us-1 all lanes blocked  last updated at 05 03 10am   ,official,fl511_northeast,Updated  Vehicle on fire in St Johns on I-95 south beyond US-1 all lanes blocked  Last updated at 05 03 10AM   ,Florida,1,At Updated  Vehicle At Fire At St Johns At Interstate 95 South Beyond Us-1 All Lanes Blocked  Last Updated At 05 03 10Am   ,"{'Interstate 95 South Beyond', 'Johns'}"
2019-07-31 09:07:07,updated  emergency vehicles in st johns on i-95 south at exit 298 us-1 all lanes blocked  last updated at    ,official,fl511_northeast,Updated  Emergency vehicles in St Johns on I-95 south at Exit 298 US-1 all lanes blocked  Last updated at    ,Florida,1,At Updated  Emergency Vehicles At St Johns At Interstate 95 South At Exit 298 Us-1 All Lanes Blocked  Last Updated At    ,"{'Interstate 95 South', 'Johns', 'Exit 298'}"
2019-07-31 08:46:41,new  emergency vehicles in st johns on i-95 south at exit 298 us-1 all lanes blocked  last updated at    ,official,fl511_northeast,New  Emergency vehicles in St Johns on I-95 south at Exit 298 US-1 all lanes blocked  Last updated at    ,Florida,1,At New  Emergency Vehicles At St Johns At Interstate 95 South At Exit 298 Us-1 All Lanes Blocked  Last Updated At    ,"{'Interstate 95 South', 'Johns', 'Exit 298'}"
2019-07-31 08:46:40,updated  vehicle on fire in st johns on i-95 south beyond us-1 all lanes blocked  last updated at 04 38 20am   ,official,fl511_northeast,Updated  Vehicle on fire in St Johns on I-95 south beyond US-1 all lanes blocked  Last updated at 04 38 20AM   ,Florida,1,At Updated  Vehicle At Fire At St Johns At Interstate 95 South Beyond Us-1 All Lanes Blocked  Last Updated At 04 38 20Am   ,"{'Interstate 95 South Beyond', 'Johns'}"
2019-07-31 08:46:40,st augustine  all lanes of i-95 southbound at us-1 are closed due to a vehicle fire  use caution in the area and    ,official,fl511_northeast,St Augustine  All lanes of I-95 southbound at US-1 are closed due to a vehicle fire  Use caution in the area and    ,Florida,1,At St Augustine  All Lanes Of Interstate 95 Southbound At Us-1 Are Closed Due To A Vehicle Fire  Use Caution At The Area And    ,"{'Interstate 95 Southbound', 'Vehicle Fire'}"
2019-07-31 08:27:16,updated  vehicle on fire in st johns on i-95 south before us-1 all lanes blocked  last updated at 04 26 47am   ,official,fl511_northeast,Updated  Vehicle on fire in St Johns on I-95 south before US-1 all lanes blocked  Last updated at 04 26 47AM   ,Florida,1,At Updated  Vehicle At Fire At St Johns At Interstate 95 South Before Us-1 All Lanes Blocked  Last Updated At 04 26 47Am   ,"{'Interstate 95 South Before', 'Johns'}"
2019-07-31 06:45:10,updated  planned construction in duval on i-295 w south at exit 10 us-17 2 left lanes blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 W south at Exit 10 US-17 2 left lanes blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 West South At Exit 10 Us-17 2 Left Lanes Blocked  Last Updated At    ,"{'Interstate 295 West South', 'Exit 10 Us-17 2 Left Lanes'}"
2019-07-31 05:45:09,new  planned construction in duval on i-295 e north beyond alta dr left lane blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Duval on I-295 E north beyond Alta Dr left lane blocked  Last updated at    ,Florida,1,At New  Planned Construction At Duval At Interstate 295 East North Beyond Alta Dr Left Lane Blocked  Last Updated At    ,{'Interstate'}
2019-07-31 05:28:09,updated  planned construction in duval on i-295 w south at exit 10 us-17 left lane blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 W south at Exit 10 US-17 left lane blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 West South At Exit 10 Us-17 Left Lane Blocked  Last Updated At    ,"{'Interstate 295 West South', 'Exit 10 Us-17 Left Lane'}"
2019-07-31 04:14:28,updated  planned construction in duval on i-10 west at exit 359 lenox ave left lane blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-10 west at Exit 359 Lenox Ave left lane blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 10 West At Exit 359 Lenox Ave Left Lane Blocked  Last Updated At    ,"{'Interstate 10 West', 'Exit 359'}"
2019-07-31 04:12:29,updated  planned construction in duval on sr-202   butler blvd west at i-295 e all lanes blocked  last updated    ,official,fl511_northeast,Updated  Planned construction in Duval on SR-202   Butler Blvd west at I-295 E all lanes blocked  Last updated    ,Florida,1,At Updated  Planned Construction At Duval At Sr-202   Butler Blvd West At Interstate 295 East All Lanes Blocked  Last Updated    ,"{'Interstate 295 East', 'Blvd West'}"
2019-07-31 04:12:29,updated  planned construction in duval on i-295 e north ramp to exit 53 butler all lanes blocked  last updated    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 E north ramp to Exit 53 Butler all lanes blocked  Last updated    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 East North Ramp To Exit 53 Butler All Lanes Blocked  Last Updated    ,{'Interstate 295 East North Ramp To Exit 53'}
2019-07-31 04:12:29,updated  crash in duval on i-295 w south at exit 16 103rd st left lane blocked  last updated at 12 11 06am   ,official,fl511_northeast,Updated  Crash in Duval on I-295 W south at Exit 16 103rd St left lane blocked  Last updated at 12 11 06AM   ,Florida,1,At Updated  Crash At Duval At Interstate 295 West South At Exit 16 103Rd St Left Lane Blocked  Last Updated At 12 11 06Am   ,"{'Interstate 295 West South', 'Exit 16', 'St Left Lane'}"
2019-07-31 04:12:29,updated  planned construction in duval on i-295 w south before duval rd right lane blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 W south before Duval Rd right lane blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 West South Before Duval Rd Right Lane Blocked  Last Updated At    ,"{'Interstate 295 West South', 'Duval Rd'}"
2019-07-31 04:12:29,updated  planned construction in duval on i-295 w north before normandy blvd right lane blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 W north before Normandy Blvd right lane blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 West North Before Normandy Blvd Right Lane Blocked  Last Updated At    ,"{'West North', 'Interstate', 'Normandy Blvd'}"
2019-07-31 04:11:23,updated  planned construction in duval on i-295 e south ramp to exit 53 butler off-ramp closed  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 E south ramp to Exit 53 Butler off-ramp closed  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 East South Ramp To Exit 53 Butler Off-Ramp Closed  Last Updated At    ,{'Interstate 295 East South Ramp'}
2019-07-31 04:11:23,updated  planned construction in duval on sr-21   blanding blvd south at argyle forest blvd left lane blocked     ,official,fl511_northeast,Updated  Planned construction in Duval on SR-21   Blanding Blvd south at Argyle Forest Blvd left lane blocked     ,Florida,1,At Updated  Planned Construction At Duval At Sr-21   Blanding Blvd South At Argyle Forest Blvd Left Lane Blocked     ,{'Argyle Forest Blvd'}
2019-07-31 04:11:23,updated  planned construction in duval on sr-202   butler blvd east ramp from gate pkwy on-ramp closed  last    ,official,fl511_northeast,Updated  Planned construction in Duval on SR-202   Butler Blvd east ramp from Gate Pkwy on-ramp closed  Last    ,Florida,1,At Updated  Planned Construction At Duval At Sr-202   Butler Blvd East Ramp From Gate Pkwy On-Ramp Closed  Last    ,{'Blvd East Ramp From Gate'}
2019-07-31 04:11:23,updated  planned construction in duval on i-295 e south beyond n main st us-17 right lane blocked  last updated    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 E south beyond N Main St US-17 right lane blocked  Last updated    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 East South Beyond Northmain St Us-17 Right Lane Blocked  Last Updated    ,{'Interstate 295 East South'}
2019-07-31 04:10:33,updated  planned construction in clay on sr-21   blanding blvd north at wells rd 2 left lanes blocked  last    ,official,fl511_northeast,Updated  Planned construction in Clay on SR-21   Blanding Blvd north at Wells Rd 2 left lanes blocked  Last    ,Florida,1,At Updated  Planned Construction At Clay At Sr-21   Blanding Blvd North At Wells Rd 2 Left Lanes Blocked  Last    ,{'Wells Rd 2 Left Lanes'}
2019-07-31 04:10:33,updated  planned construction in duval on i-295 w south at exit 10 us-17 right lane blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-295 W south at Exit 10 US-17 right lane blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 295 West South At Exit 10 Us-17 Right Lane Blocked  Last Updated At    ,"{'Interstate 295 West South', 'Exit 10'}"
2019-07-31 04:10:32,updated  planned construction in duval on us-90   beach blvd east at forest blvd left lane blocked  last updated    ,official,fl511_northeast,Updated  Planned construction in Duval on US-90   Beach Blvd east at Forest Blvd left lane blocked  Last updated    ,Florida,1,At Updated  Planned Construction At Duval At Us-90   Beach Blvd East At Forest Blvd Left Lane Blocked  Last Updated    ,"{'Forest Blvd', '  Beach Blvd East'}"
2019-07-31 04:10:32,new  planned construction in duval on i-10 west at exit 359 lenox ave left lane blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Duval on I-10 west at Exit 359 Lenox Ave left lane blocked  Last updated at    ,Florida,1,At New  Planned Construction At Duval At Interstate 10 West At Exit 359 Lenox Ave Left Lane Blocked  Last Updated At    ,"{'Interstate 10 West', 'Exit 359'}"
2019-07-31 04:05:22,updated  planned construction in duval on sr-202   butler blvd east at gate pkwy all lanes blocked  last updated    ,official,fl511_northeast,Updated  Planned construction in Duval on SR-202   Butler Blvd east at Gate Pkwy all lanes blocked  Last updated    ,Florida,1,At Updated  Planned Construction At Duval At Sr-202   Butler Blvd East At Gate Pkwy All Lanes Blocked  Last Updated    ,{'Blvd East'}
2019-07-31 04:04:07,new  planned construction in duval on sr-202   butler blvd east at gate pkwy all lanes blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Duval on SR-202   Butler Blvd east at Gate Pkwy all lanes blocked  Last updated at    ,Florida,1,At New  Planned Construction At Duval At Sr-202   Butler Blvd East At Gate Pkwy All Lanes Blocked  Last Updated At    ,{'Blvd East'}
2019-07-31 03:56:18,updated  crash in duval on i-295 w south at exit 16 103rd st left lane blocked  last updated at 11 55 59pm   ,official,fl511_northeast,Updated  Crash in Duval on I-295 W south at Exit 16 103rd St left lane blocked  Last updated at 11 55 59PM   ,Florida,1,At Updated  Crash At Duval At Interstate 295 West South At Exit 16 103Rd St Left Lane Blocked  Last Updated At 11 55 59Pm   ,"{'Interstate 295 West South', 'Exit 16', 'St Left Lane'}"
2019-07-31 03:39:08,new  planned construction in duval on i-295 w south before duval rd right lane blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Duval on I-295 W south before Duval Rd right lane blocked  Last updated at    ,Florida,1,At New  Planned Construction At Duval At Interstate 295 West South Before Duval Rd Right Lane Blocked  Last Updated At    ,"{'Interstate 295 West South', 'Duval Rd'}"
2019-07-31 03:35:37,updated  crash in duval on i-295 w south at exit 16 103rd st left lane blocked  last updated at 11 33 17pm   ,official,fl511_northeast,Updated  Crash in Duval on I-295 W south at Exit 16 103rd St left lane blocked  Last updated at 11 33 17PM   ,Florida,1,At Updated  Crash At Duval At Interstate 295 West South At Exit 16 103Rd St Left Lane Blocked  Last Updated At 11 33 17Pm   ,"{'Interstate 295 West South', 'Exit 16', 'St Left Lane'}"
2019-07-31 03:27:11,updated  planned construction in duval on i-95 north beyond atlantic blvd 2 right lanes blocked  last updated at    ,official,fl511_northeast,Updated  Planned construction in Duval on I-95 north beyond Atlantic Blvd 2 right lanes blocked  Last updated at    ,Florida,1,At Updated  Planned Construction At Duval At Interstate 95 North Beyond Atlantic Blvd 2 Right Lanes Blocked  Last Updated At    ,"{'Interstate', 'North Beyond'}"
2019-07-31 03:20:27,new  planned construction in duval on i-95 north beyond atlantic blvd right lane blocked  last updated at    ,official,fl511_northeast,New  Planned construction in Duval on I-95 north beyond Atlantic Blvd right lane blocked  Last updated at    ,Florida,1,At New  Planned Construction At Duval At Interstate 95 North Beyond Atlantic Blvd Right Lane Blocked  Last Updated At    ,"{'Interstate', 'North Beyond'}"
2019-07-31 03:20:15,jacksonville  all lanes of butler blvd eastbound and westbound at i-295 are closed due to construction  use    ,official,fl511_northeast,Jacksonville  All lanes of Butler Blvd eastbound and westbound at I-295 are closed due to construction  Use    ,Florida,1,At Jacksonville  All Lanes Of Butler Blvd Eastbound And Westbound At Interstate 295 Are Closed Due To Construction  Use    ,"{'Jacksonville', 'Interstate 295 Are Closed'}"
